15.0399,11.571,18.8278,16.5525,15.5641,15.6973,13.0633,11.3913,12.8869,13.3618,17.1202,12.724,16.5852,17.2254,14.3728,15.679,14.9672,14.9389,
14.464,12.3885,17.8316,16.4654,16.3975,16.2501,12.4513,12.1822,12.6054,14.3214,17.3856,11.7599,17.4095,17.7916,15.3721,15.6417,15.0153,15.9378,
13.4938,12.6309,17.0613,17.1032,16.5959,17.2302,11.4704,12.3764,11.7279,14.8009,16.8914,10.8906,17.5919,18.7748,16.1051,16.3219,15.7555,16.6101,
12.9535,13.4724,16.9409,18.0959,17.4292,17.7829,10.9062,13.202,11.3956,15.7441,15.9272,10.6254,17.0257,19.5991,16.1425,17.3212,16.7544,16.562,
12.0275,13.8499,16.1538,18.7127,17.6276,18.7631,9.96756,13.5471,11.8275,16.646,15.0579,11.1197,16.0425,19.7815,15.4623,18.0542,17.4946,17.2344,
11.5917,14.7499,15.9884,19.6989,18.461,19.3158,9.53047,14.4465,11.4951,17.5891,14.7927,12.0839,15.3669,20.5188,15.4981,19.0536,17.5427,18.2332,
11.0734,15.6051,15.1741,20.2793,18.6594,20.2959,8.96118,15.2686,10.5933,18.0211,13.9234,12.5782,14.3679,20.5624,14.8167,19.7855,16.8704,18.9735,
10.5736,16.4713,14.9828,21.2609,19.4927,20.8487,9.13634,16.2531,10.1862,18.9345,13.6582,13.5423,13.6638,21.2726,13.8174,19.8213,15.8716,19.0216,
10.4311,17.4611,14.1536,21.8197,19.6914,21.8287,8.56402,17.0732,10.5442,19.8682,12.7889,14.0366,12.6639,21.277,13.1101,20.5283,15.1313,18.3493,
9.63045,18.0602,13.9489,22.7986,20.5249,22.3813,9.54856,16.898,10.1371,20.7816,12.5237,15.0008,11.9414,21.9684,13.1097,21.5283,14.1325,18.3974,
9.48537,19.0496,13.1121,23.346,20.7242,23.3612,10.1285,16.0833,11.0708,20.4236,11.6544,15.4951,12.9412,21.9903,12.4022,22.2351,13.3922,17.7251,
8.6832,19.6467,12.9008,24.3234,20.1753,24.1971,11.1149,15.919,11.9845,20.83,11.3892,16.4593,13.6636,21.2989,13.4022,22.2355,12.3933,17.7731,
9.67263,19.7917,12.0603,24.8652,19.1961,24.4,11.91,16.5255,12.3554,21.7587,10.5199,16.9536,14.6634,21.3208,14.1096,21.5287,11.653,17.1008,
10.4747,19.1945,11.0828,24.6541,18.3602,23.8511,12.0434,17.5165,11.961,22.6777,10.2547,17.9178,15.3858,20.6294,15.1096,21.526,10.6542,17.1489,
11.4641,19.3393,10.541,23.8136,18.1573,22.8719,11.4369,18.3116,12.3318,23.6063,10.749,18.7871,15.4078,19.6296,15.8149,20.817,9.98191,17.8892,
12.2662,18.7421,10.7522,22.8361,17.3214,22.323,11.5699,19.3027,11.9376,24.5253,10.4838,19.7513,14.7164,18.9072,15.8122,19.817,10.03,18.8881,
13.2557,18.8869,10.2103,21.9956,17.1182,21.3438,10.9632,20.0976,12.3086,25.454,9.61459,20.2457,14.6944,19.9069,15.1033,19.1118,10.7703,19.5603,
14.0577,18.2897,10.4215,21.0182,16.2822,20.7952,11.9543,19.9646,12.7443,24.5539,9.34955,21.2099,13.972,20.5983,15.1059,20.1118,10.8184,20.5592,
15.0472,18.4346,9.87967,20.1777,15.303,20.9984,12.5683,19.1753,13.6816,24.2054,9.84395,22.0791,13.9497,21.5981,14.4007,20.8208,10.3134,21.4223,
15.8526,17.8419,9.66849,21.1552,14.6568,21.7615,13.5606,19.0513,14.0981,23.2963,10.8082,22.3442,13.227,22.2892,13.4007,20.8234,10.5667,22.3897,
16.003,16.8532,8.82812,21.6972,14.575,22.7581,14.3602,19.6518,14.9789,22.8228,11.676,21.8472,13.198,23.2888,12.6773,21.5139,11.4299,22.8947,
15.4103,16.0478,8.71785,22.6911,13.8124,23.4051,15.3499,19.5084,15.2669,21.8652,12.641,22.1094,12.4707,23.9752,13.677,21.5371,12.3973,22.6414,
15.2599,17.0364,9.34266,23.4719,12.8158,23.3233,16.3011,19.8169,14.7934,20.9844,13.5086,21.6122,11.4711,23.9462,14.4004,20.8467,12.9022,21.7782,
14.4545,17.6291,10.336,23.5871,12.0466,23.9623,17.1919,19.3624,13.8358,20.6963,13.7705,20.6471,10.7304,24.618,15.4002,20.8667,13.8696,21.5249,
14.2856,18.6147,11.1193,22.9654,11.0508,23.8702,17.5011,18.4114,12.9548,21.1695,14.6342,20.1431,9.73161,24.5693,16.1215,20.174,14.3745,20.6618,
